run,window,seq,query,mem_rss_mb,mem_delta_mb,cpu_user_ms,cpu_sys_ms,disk_read_kb,disk_write_kb
3,0,0,Q1,1492.546875,0.0,0.8724,1.1625,0.0,4.0
3,0,1,Q14,1492.546875,0.0,0.6595,0.8796,0.0,0.0
3,0,2,Q14,1492.546875,0.0,0.5898,0.6116,0.0,0.0
3,0,3,Q12,1492.546875,0.0,0.6943,0.7731,0.0,0.0
3,0,4,Q1,1492.546875,0.0,0.7782,1.0898,48.0,644.0
3,0,5,Q6,1492.546875,0.0,0.6697,0.9684,0.0,0.0
3,0,6,Q14,1492.546875,0.0,0.6779,0.94,0.0,0.0
3,0,7,Q14,1492.546875,0.0,0.4854,0.6144,0.0,0.0
3,0,8,Q14,1492.546875,0.0,0.5796,0.7831,0.0,0.0
3,0,9,Q14,1492.546875,0.0,0.596,0.894,0.0,0.0
3,0,10,Q14,1492.546875,0.0,0.4035,0.6139,0.0,0.0
3,0,11,Q14,1492.546875,0.0,0.6738,0.9121,12.0,1064.0
3,0,12,Q14,1492.546875,0.0,0.5571,0.769,0.0,148.0
3,0,13,Q14,1492.546875,0.0,0.6042,0.7171,0.0,0.0
3,0,14,Q6,1492.546875,0.0,0.7086,1.0442,0.0,0.0
3,0,15,Q14,1492.546875,0.0,0.5755,0.9091,0.0,0.0
3,1,16,Q1,1492.546875,0.0,0.8335,1.0921,16.0,104.0
3,1,17,Q12,1492.546875,0.0,0.8827,1.0941,0.0,0.0
3,1,18,Q1,1492.546875,0.0,0.7864,0.9736,2264.0,196.0
3,1,19,Q12,1492.546875,0.0,0.6062,0.6607,68.0,0.0
3,1,20,Q12,1492.546875,0.0,0.5898,0.7841,76.0,0.0
3,1,21,Q12,1492.546875,0.0,0.6164,0.788,0.0,0.0
3,1,22,Q1,1492.546875,0.0,0.9114,1.2001,8.0,0.0
3,1,23,Q1,1492.546875,0.0,0.895,1.1505,36.0,184.0
3,1,24,Q7,1492.546875,0.0,1.0588,1.3837,0.0,0.0
3,1,25,Q12,1492.546875,0.0,0.8479,1.1771,32.0,0.0
3,1,26,Q12,1492.546875,0.0,0.8806,1.1553,0.0,0.0
3,1,27,Q7,1492.546875,0.0,1.0424,1.2168,0.0,0.0
3,1,28,Q6,1492.546875,0.0,0.6902,0.9119,0.0,0.0
3,1,29,Q1,1492.546875,0.0,0.7823,1.1338,0.0,0.0
3,1,30,Q1,1492.546875,0.0,0.6984,0.926,0.0,56.0
3,1,31,Q14,1492.546875,0.0,0.8131,1.0821,0.0,0.0
3,2,32,Q1,1492.546875,0.0,0.8172,0.9859,164.0,0.0
3,2,33,Q6,1492.546875,0.0,0.6021,0.8998,0.0,0.0
3,2,34,Q12,1492.546875,0.0,0.7352,1.153,0.0,0.0
3,2,35,Q14,1492.546875,0.0,0.5714,0.8067,0.0,0.0
3,2,36,Q6,1492.546875,0.0,0.6001,0.8863,0.0,0.0
3,2,37,Q1,1492.546875,0.0,0.8151,0.9994,0.0,328.0
3,2,38,Q14,1492.546875,0.0,0.8335,1.1054,0.0,0.0
3,2,39,Q1,1492.546875,0.0,0.8049,1.1246,1256.0,692.0
3,2,40,Q6,1492.546875,0.0,0.8008,1.1899,0.0,0.0
3,2,41,Q6,1492.546875,0.0,0.7598,1.079,256.0,1040.0
3,2,42,Q6,1492.546875,0.0,0.7455,1.1279,48.0,0.0
3,2,43,Q6,1492.546875,0.0,0.6697,0.9096,20.0,0.0
3,2,44,Q1,1492.546875,0.0,0.8438,1.0348,0.0,648.0
3,2,45,Q6,1492.546875,0.0,0.6513,0.9669,0.0,0.0
3,2,46,Q14,1492.546875,0.0,0.598,0.7506,0.0,0.0
3,2,47,Q6,1492.546875,0.0,0.6369,0.9961,0.0,0.0
3,3,48,Q14,1492.546875,0.0,0.8192,1.0327,0.0,0.0
3,3,49,Q12,1492.546875,0.0,0.8622,1.1484,0.0,0.0
3,3,50,Q6,1492.546875,0.0,0.7434,1.1249,0.0,0.0
3,3,51,Q14,1492.546875,0.0,0.7127,0.9708,0.0,0.0
3,3,52,Q12,1492.546875,0.0,0.9114,1.1338,0.0,0.0
3,3,53,Q14,1492.546875,0.0,0.7066,0.8599,0.0,580.0
3,3,54,Q14,1492.546875,0.0,0.6205,0.8036,0.0,0.0
3,3,55,Q6,1492.546875,0.0,0.6431,1.0319,0.0,0.0
3,3,56,Q6,1492.546875,0.0,0.6676,1.0591,0.0,0.0
3,3,57,Q6,1492.546875,0.0,0.7086,1.0844,0.0,0.0
3,3,58,Q6,1492.546875,0.0,0.7188,1.0918,0.0,0.0
3,3,59,Q14,1492.546875,0.0,0.6349,1.004,0.0,0.0
3,3,60,Q12,1492.546875,0.0,0.7987,1.0627,0.0,0.0
3,3,61,Q6,1492.546875,0.0,0.7414,1.1034,0.0,0.0
3,3,62,Q14,1492.546875,0.0,0.6922,0.9667,0.0,0.0
3,4,63,Q14,1492.546875,0.0,0.6042,0.8878,0.0,0.0
3,4,64,Q14,1492.546875,0.0,0.725,1.0609,0.0,0.0
3,4,65,Q1,1492.546875,0.0,0.7905,1.0911,16.0,8.0
3,4,66,Q3,1492.546875,0.0,0.7864,1.0171,0.0,0.0
3,4,67,Q14,1492.546875,0.0,0.6656,0.8243,0.0,0.0
3,4,68,Q14,1492.546875,0.0,0.3666,0.5315,0.0,0.0
3,4,69,Q14,1492.546875,0.0,0.514,0.7493,0.0,0.0
3,4,70,Q3,1492.546875,0.0,0.7107,0.7552,0.0,0.0
3,4,71,Q5,1492.546875,0.0,1.0035,0.9103,0.0,0.0
3,4,72,Q14,1492.546875,0.0,0.6144,0.7014,0.0,0.0
3,4,73,Q14,1492.546875,0.0,0.5919,0.9129,0.0,0.0
3,4,74,Q14,1492.546875,0.0,0.4649,0.7427,0.0,0.0
3,4,75,Q6,1492.546875,0.0,0.5222,0.7506,0.0,0.0
3,4,76,Q12,1492.546875,0.0,0.6676,0.8755,36.0,0.0
3,4,77,Q14,1492.546875,0.0,0.5734,0.9196,0.0,0.0
3,4,78,Q14,1492.546875,0.0,0.6554,0.6958,0.0,0.0
3,5,79,Q12,1492.546875,0.0,0.7516,1.1251,16.0,52.0
3,5,80,Q6,1492.546875,0.0,0.7107,1.0583,0.0,0.0
3,5,81,Q1,1492.546875,0.0,0.6922,0.9446,4.0,4.0
3,5,82,Q1,1492.546875,0.0,0.8745,1.1955,4.0,424.0
3,5,83,Q1,1492.546875,0.0,0.8704,0.8527,4480.0,168.0
3,5,84,Q6,1492.546875,0.0,0.6164,0.8023,552.0,0.0
