run,window,seq,query,mem_rss_mb,mem_delta_mb,cpu_user_ms,cpu_sys_ms,disk_read_kb,disk_write_kb
4,0,0,Q1,1489.6875,0.0,0.6984,0.8975,16.0,0.0
4,0,1,Q14,1489.6875,0.0,0.809,1.0117,0.0,0.0
4,0,2,Q1,1489.6875,0.0,0.8049,0.9805,0.0,0.0
4,0,3,Q6,1489.6875,0.0,0.7864,1.1525,0.0,0.0
4,0,4,Q14,1489.6875,0.0,0.5448,0.8663,0.0,0.0
4,0,5,Q5,1489.6875,0.0,0.7885,0.9098,0.0,0.0
4,0,6,Q6,1489.6875,0.0,0.6308,0.81,0.0,0.0
4,0,7,Q6,1489.6875,0.0,0.6615,0.9805,0.0,0.0
4,0,8,Q14,1489.6875,0.0,0.6902,0.9139,0.0,0.0
4,0,9,Q6,1489.6875,0.0,0.6205,0.8013,0.0,0.0
4,0,10,Q14,1489.6875,0.0,0.5571,0.8218,0.0,0.0
4,0,11,Q1,1489.6875,0.0,0.8479,1.2227,24.0,4.0
4,0,12,Q14,1489.6875,0.0,0.6472,1.0117,0.0,0.0
4,0,13,Q6,1489.6875,0.0,0.7127,1.0342,0.0,0.0
4,0,14,Q6,1489.6875,0.0,0.7107,1.1428,0.0,0.0
4,0,15,Q12,1489.6875,0.0,0.7823,0.9667,0.0,0.0
4,0,16,Q5,1489.6875,0.0,1.0301,1.0895,0.0,0.0
4,0,17,Q5,1489.6875,0.0,0.981,1.0066,16.0,1448.0
4,0,18,Q14,1489.6875,0.0,0.5919,0.7439,0.0,0.0
4,0,19,Q6,1489.6875,0.0,0.7025,1.045,0.0,0.0
4,1,20,Q12,1489.6875,0.0,0.7393,1.066,0.0,0.0
4,1,21,Q6,1489.6875,0.0,0.7086,1.0051,0.0,0.0
4,1,22,Q6,1489.6875,0.0,0.725,1.1254,0.0,0.0
4,1,23,Q1,1489.6875,0.0,0.8499,1.1766,0.0,0.0
4,1,24,Q6,1489.6875,0.0,0.6676,0.9933,0.0,0.0
4,1,25,Q1,1489.6875,0.0,0.9298,1.2529,0.0,0.0
4,1,26,Q12,1489.6875,0.0,0.6697,0.9856,0.0,0.0
4,1,27,Q6,1489.6875,0.0,0.6902,0.9779,0.0,0.0
4,1,28,Q12,1489.6875,0.0,0.8274,1.0952,0.0,0.0
4,1,29,Q6,1489.6875,0.0,0.5878,0.7532,0.0,0.0
4,1,30,Q12,1489.6875,0.0,0.7864,1.0291,0.0,0.0
4,1,31,Q12,1489.6875,0.0,0.7803,1.0276,0.0,208.0
4,1,32,Q12,1489.6875,0.0,0.9032,1.0885,4.0,1488.0
4,1,33,Q12,1489.6875,0.0,0.8335,1.1837,0.0,620.0
4,1,34,Q1,1489.6875,0.0,0.6799,0.8013,164.0,0.0
4,1,35,Q14,1489.6875,0.0,0.684,0.8786,0.0,0.0
4,1,36,Q14,1489.6875,0.0,0.4014,0.5535,0.0,0.0
4,1,37,Q1,1489.6875,0.0,0.6738,0.875,356.0,0.0
4,1,38,Q12,1489.6875,0.0,0.6902,0.8924,0.0,0.0
4,1,39,Q6,1489.6875,0.0,0.6472,0.9426,0.0,0.0
4,1,40,Q14,1489.6875,0.0,0.6758,0.9682,0.0,0.0
4,1,41,Q12,1489.6875,0.0,0.854,1.1965,0.0,0.0
4,1,42,Q1,1489.6875,0.0,0.8929,1.2191,4.0,0.0
4,1,43,Q1,1489.6875,0.0,0.6533,0.7363,16.0,0.0
4,1,44,Q12,1489.6875,0.0,0.7905,1.0143,0.0,0.0
4,1,45,Q14,1489.6875,0.0,0.6308,0.8361,0.0,0.0
4,1,46,Q12,1489.6875,0.0,0.6349,0.9779,0.0,0.0
4,1,47,Q14,1489.6875,0.0,0.6226,0.853,0.0,0.0
4,2,48,Q6,1489.6875,0.0,0.5325,0.8448,0.0,0.0
4,2,49,Q14,1489.6875,0.0,0.5898,0.7055,0.0,0.0
4,2,50,Q1,1489.6875,0.0,0.6492,0.8648,44.0,0.0
4,2,51,Q14,1489.6875,0.0,0.6472,0.791,0.0,0.0
4,2,52,Q10,1489.6875,0.0,1.1919,1.2575,0.0,16.0
