run,window,seq,query,mem_rss_mb,mem_delta_mb,cpu_user_ms,cpu_sys_ms,disk_read_kb,disk_write_kb
5,0,0,Q14,1499.078125,0.0,0.8028,1.1448,0.0,0.0
5,0,1,Q6,1499.078125,0.0,0.7373,1.1034,0.0,32.0
5,0,2,Q1,1499.078125,0.0,0.639,0.9344,48.0,1120.0
5,0,3,Q14,1499.078125,0.0,0.6431,0.7567,0.0,0.0
5,0,4,Q12,1499.078125,0.0,0.766,0.9103,16.0,6168.0
5,0,5,Q14,1499.078125,0.0,0.5407,0.7086,0.0,0.0
5,0,6,Q6,1499.078125,0.0,0.5489,0.6615,0.0,0.0
5,0,7,Q14,1499.078125,0.0,0.6226,0.896,0.0,0.0
5,0,8,Q14,1499.078125,0.0,0.6349,0.8197,0.0,0.0
5,0,9,Q1,1499.078125,0.0,0.7864,1.1776,0.0,1236.0
5,0,10,Q14,1499.078125,0.0,0.7414,1.0117,0.0,0.0
5,0,11,Q14,1499.078125,0.0,0.6185,0.7501,0.0,0.0
5,1,12,Q14,1499.078125,0.0,0.5816,0.9513,0.0,0.0
5,1,13,Q12,1499.078125,0.0,0.8847,1.0803,0.0,0.0
5,1,14,Q5,1499.09375,0.0156,1.2083,1.1633,0.0,0.0
5,1,15,Q6,1499.09375,0.0,0.77,1.1412,0.0,0.0
5,1,16,Q6,1499.09375,0.0,0.7987,1.1423,0.0,0.0
5,1,17,Q14,1499.09375,0.0,0.6349,0.8893,0.0,0.0
5,1,18,Q6,1499.09375,0.0,0.7537,1.1525,0.0,0.0
5,1,19,Q5,1499.09375,0.0,1.2001,1.1121,0.0,0.0
5,1,20,Q6,1499.09375,0.0,0.7987,1.1986,0.0,0.0
5,1,21,Q6,1499.09375,0.0,0.7291,1.0199,0.0,16.0
5,1,22,Q14,1499.09375,0.0,0.6595,0.9426,0.0,0.0
5,1,23,Q5,1499.09375,0.0,1.196,1.1976,0.0,0.0
5,1,24,Q6,1499.09375,0.0,0.6062,0.8033,0.0,0.0
5,1,25,Q6,1499.09375,0.0,0.7209,1.1126,0.0,0.0
5,1,26,Q12,1499.09375,0.0,0.6308,0.6774,0.0,0.0
5,1,27,Q6,1499.09375,0.0,0.7455,1.0767,0.0,0.0
5,1,28,Q6,1499.09375,0.0,0.7537,1.1274,0.0,0.0
5,1,29,Q14,1499.09375,0.0,0.6267,0.8545,0.0,0.0
5,1,30,Q6,1499.09375,0.0,0.7864,1.1873,0.0,400.0
5,1,31,Q5,1499.09375,0.0,1.151,1.1013,0.0,0.0
5,1,32,Q14,1499.09375,0.0,0.684,0.9498,0.0,0.0
5,2,33,Q6,1499.09375,0.0,0.639,1.0322,0.0,0.0
5,2,34,Q6,1499.09375,0.0,0.6758,1.087,0.0,0.0
5,2,35,Q1,1499.09375,0.0,0.9421,1.2672,164.0,0.0
5,2,36,Q12,1499.09375,0.0,0.7168,1.0419,16.0,0.0
5,2,37,Q12,1499.09375,0.0,0.8274,1.1802,0.0,0.0
5,2,38,Q6,1499.09375,0.0,0.6799,0.8294,0.0,0.0
5,2,39,Q6,1499.09375,0.0,0.5898,0.7188,0.0,0.0
5,2,40,Q6,1499.09375,0.0,0.6636,0.8315,0.0,0.0
5,2,41,Q12,1499.09375,0.0,0.766,1.1172,0.0,68.0
5,2,42,Q1,1499.09375,0.0,0.8806,1.1197,16.0,48.0
5,2,43,Q12,1499.09375,0.0,0.8397,1.1156,0.0,0.0
5,2,44,Q6,1499.09375,0.0,0.6881,0.9236,0.0,0.0
5,2,45,Q6,1499.09375,0.0,0.5366,0.8018,0.0,0.0
5,2,46,Q12,1499.09375,0.0,0.8561,1.237,0.0,0.0
5,2,47,Q1,1499.09375,0.0,0.852,1.2314,4.0,0.0
5,2,48,Q12,1499.09375,0.0,0.8643,0.9759,0.0,4.0
5,2,49,Q6,1499.09375,0.0,0.6185,0.8893,0.0,0.0
5,2,50,Q10,1499.09375,0.0,1.0936,1.0578,0.0,0.0
5,2,51,Q6,1499.09375,0.0,0.7332,1.0266,0.0,164.0
5,3,52,Q12,1499.09375,0.0,0.7291,1.0972,0.0,1908.0
5,3,53,Q6,1499.09375,0.0,0.7332,1.1105,0.0,0.0
5,3,54,Q6,1499.09375,0.0,0.6922,0.9574,0.0,0.0
5,3,55,Q12,1499.09375,0.0,0.7537,0.8919,0.0,0.0
5,3,56,Q14,1499.09375,0.0,0.7619,1.0875,0.0,0.0
5,3,57,Q14,1499.09375,0.0,0.5489,0.788,0.0,0.0
5,3,58,Q14,1499.09375,0.0,0.5038,0.7393,0.0,0.0
5,3,59,Q14,1499.09375,0.0,0.6881,1.0481,0.0,0.0
5,3,60,Q14,1499.09375,0.0,0.6431,0.9175,0.0,0.0
5,3,61,Q14,1499.09375,0.0,0.4956,0.7895,0.0,0.0
5,3,62,Q12,1499.09375,0.0,0.8233,1.0527,0.0,0.0
5,3,63,Q12,1499.09375,0.0,0.8069,1.0076,0.0,0.0
5,3,64,Q1,1499.09375,0.0,0.9339,1.1899,0.0,0.0
5,3,65,Q12,1499.09375,0.0,0.9175,1.1884,0.0,0.0
5,3,66,Q14,1499.09375,0.0,0.4137,0.5601,0.0,0.0
5,3,67,Q14,1499.09375,0.0,0.2908,0.4163,0.0,0.0
5,3,68,Q14,1499.09375,0.0,0.5325,0.7767,0.0,0.0
5,3,69,Q14,1499.09375,0.0,0.5898,0.9974,0.0,0.0
5,4,70,Q14,1499.09375,0.0,0.5284,0.8899,0.0,0.0
5,4,71,Q14,1499.09375,0.0,0.512,0.7081,0.0,0.0
5,4,72,Q1,1499.09375,0.0,0.7086,0.5985,196.0,0.0
5,4,73,Q14,1499.09375,0.0,0.5366,0.6984,4.0,0.0
5,4,74,Q1,1499.09375,0.0,0.9175,1.2421,216.0,24.0
5,4,75,Q14,1499.09375,0.0,0.6349,0.8479,0.0,0.0
5,4,76,Q14,1499.09375,0.0,0.5571,0.6441,0.0,0.0
5,4,77,Q14,1499.09375,0.0,0.4219,0.7132,0.0,0.0
